MplusiD,age,gender,race,grade,aspiration,interest1,interest2,interest3,zip,median_income,percent_bachelors
4316,16,1,1,10,5, , , ,91367,65006,32.3
4317,16,1,7, , , , , ,53027,75453,31.1
4320,15,1,7, , , , , ,27284,50185,34
4322,15,0,7, , , , , ,78023,54175,27.8
4323,15,1,7,2,2,3,2,3, , , 
4323,15,1,7,11,2, , , ,63530, , 
4326,15,1,7, , , , , ,84041,80301,38.9
4329,16,1,4,10,5, , , ,48141,45135,23.4
4330,13,0,7, , , , , ,11797,108133,45.1
4334,17,1,7, , , , , ,68133,80694,42.2
4335,17,1,7, , , , , ,80603,68884,27.5
4336,14,1,7, , , , , ,80020,90939,55.1
4337,14,0,7,8,5, , , ,65803,45117,31.2
4341,14,1,3,8,4, , , ,31705,38712,24.6
4346,17,1,7, , , , , ,93307,49854,16
4348,13,1,3,10,5, , , ,23523,49445,29.2
4350,16,1,7, , , , , ,46619,52106,29.8
4353,15,0,1,3,1,5,5,4, , , 
4353,15,0,1,10,1, , , ,94588,96296,46.4
4354,15,1,7, , , , , ,32796,52540,30
4355,17,1,2, , , , , ,4240,48286,24.6
4356,15,0,7,10,1, , , ,32618,44676,40.7
4357,17,1,7,2,5,4,4,4, , , 
4357,17,1,7,11,5, , , ,33511,54731,33.3
4361,17,1,7, , , , , ,22203,117237,75.9
4362,14,1,7, , , , , ,19711,66647,35.2
4363,16,1,7, , , , , ,77356,76811,33.1
4369,14,1,7, , , , , ,14221,55604,34.4
4370,13,0,1,8,6, , , ,31419,55352,32.7
4371,16,1,2, , , , , ,47265, , 
4373,14,0,1,4,6,4,4,4, , , 
4373,14,0,1,9,6, , , ,30102,76368,36.5
4374,14,1,2, , , , , ,92337,60420,20.5
4375,16,1,7, , , , , ,8690,79173,43.9
4380,13,1,3, , , , , ,27834,45849,34.6
4382,13,1, , , , , , ,32703,54107,34.1
4383,13,0,4,7,5, , , ,60586,82196,32.7
4385,14,1,1,4,6,3,3,3, , , 
4385,14,1,1,9,6, , , ,75013,94933,52
4388,15,1,1,4,5,4,5,4, , , 
4388,15,1,1,9,5, , , ,1778,98555,56
4394,17,0,7,2,2,5,5,5, , , 
4394,17,0,7,11,2, , , ,10567,90578,47.9
4396,16,0,1,2,6,2,2,2, , , 
4396,16,0,1,11,6, , , ,94568,96296,46.4
4397,15,1,7, , , , , ,80919,65370,39.2
4398,17,0,2, , , , , ,1775,98555,56
4399,15,1,4,3,6,3,3,3, , , 
4399,15,1,4,10,6, , , ,10458,37397,19.6
4401,16,1,1,3,1,4,3,3, , , 
4401,16,1,1,10,1, , , ,90025,65006,32.3
4405,15,0,7, , , , , ,31005,58525,31.2
4407,14,0,7, , , , , ,33909,53928,27.3
4408,14,0,7,4,5,5,5,4, , , 
4408,14,0,7,9,5, , , ,31601,41156,29.2
4410,13,1,7, , , , , ,10028,85071,60.6
4413,16,1,7,2,5,3,4,4, , , 
4413,16,1,7,11,5, , , ,90803,65006,32.3
4414,14,0,2, , , , , ,28305,43759,23.9
4415,14,0,7,4,1,5,5,5, , , 
4415,14,0,7,9,1, , , ,46113,47344,32
4417,13,1,1,8,5, , , ,90503,65006,32.3
4418,17,1,1,2,6,5,5,4, , , 
4418,17,1,1,11,6, , , ,44101,46784,32.6
4423,15,1,7,5,4,4,5,4, , , 
4423,15,1,7,8,4, , , ,74868, , 
4427,13,1,7, , , , , ,8270,66953,33.5
4430,16,1,7, , , , , ,74023,36914,36.6
4431,15,0,7, , , , , ,33614,54731,33.3
4434,13,0,1,5,6,5,5,4, , , 
4434,13,0,1,8,6, , , ,84094,71471,36
4435,15,1,4,4,5,3,3,2, , , 
4435,15,1,4,9,5, , , ,7860,90026,36.7
4437,13,1,3,8,3, , , ,94134,110816,57.8
4438,14,0,2, , , , , ,92404,60420,20.5
4439,16,0,3,3,5,3,2,2, , , 
4439,16,0,3,10,5, , , ,48227,45135,23.4
4440,14,0,7, , , , , ,11778,94750,36.5
4441,17,1,7,3,2,3,2,3, , , 
4441,17,1,7,10,2, , , ,47630, , 
4443,15,0,7, , , , , ,17329,63519,25.3
4444,16,0,4,4,5,3,4,4, , , 
4444,16,0,4,9,5, , , ,75104,56718,30.6
4446,13,1,4,7,2, , , ,76901,51114,23.3
4448,14,1,7, , , , , ,40175,51167,21.8
4457,13,1,7, , , , , ,65559, , 
4460,16,0,7, , , , , ,39145,66054,28.5
4461,14,1,7, , , , , ,8054,87673,37.3
4462,15,1,4,3,5,4,4,4, , , 
4462,15,1,4,10,5, , , ,35007,73031,43.3
4465,13,1,7,7,2, , , ,5765, , 
4467,17,0,1,1,6,4,4,4, , , 
4467,17,0,1,12,6, , , ,94568,96296,46.4
4471,14,1,7, , , , , ,17851,44895,16
4472,15,1,1,10,6, , , ,94015,116653,51.6
4473,16,1,7, , , , , ,72315, , 
4474,14,0,7, , , , , ,44203,55419,32.8
4476,15,1,7,4,4,2,3,3, , , 
4476,15,1,7,9,4, , , ,44312,55419,32.8
4479,17,1,3,2,2,5,5,5, , , 
4479,17,1,3,11,2, , , ,75237,56718,30.6
4481,13,1,7, , , , , ,23320,76629,35.1
4483,16,0,7, , , , , ,21136,73805,39.1
4484,17,0,1,2,6,4,4,4, , , 
4484,17,0,1,11,6, , , ,30157,66482,21.7
4485,14,0,7, , , , , ,4330,53073,28.6
4489,13,1,7, , , , , ,72701,50169,32.8
4490,13,0,4,6,6, , , ,11780,94750,36.5
4491,16,0,3,5,4,2,4,4, , , 
4491,16,0,3,8,4, , , ,27893,45960,18.6
4492,17,1,7, , , , , ,34683,51512,31.3
4494,15,0,7, , , , , ,21046,111473,61.6
4496,14,0,7, , , , , ,6457,79646,39.7
4497,15,0,7, , , , , ,92882,63944,22.2
4501,15,1,2, , , , , ,30122,61094,27
4505,14,0,7, , , , , ,17777,44895,16
4507,16,0,7, , , , , ,43068,59227,38.7
4508,13,1,7, , , , , ,37027,105622,60.1
4509,13,1,2, , , , , ,49442,49229,19.4
4510,15,1,7, , , , , ,78124,66486,26.9
4511,17,0,7, , , , , ,83634,60858,36.1
4514,16,0,7, , , , , ,10965,88726,41
4515,15,1,7, , , , , ,92144, , 
4516,13,1,1,8,6, , , ,96797,81284,34.7
4517,13,1,1,7,5, , , ,98363,47907,26.6
4518,17,0,7, , , , , ,62061,57890,27.3
4520,14,1,4,8,5, , , ,90810,65006,32.3
4522,14,0,7, , , , , ,59101,58156,31.8
4524,17,0,7, , , , , ,18201,51332,23.9
4525,13,1,1,7,6, , , ,97224,80946,45.8
4528,17,1,7, , , , , ,78015,54175,27.8
4529,15,1,3, , , , , ,85710,51425,33.6
4530,17,1,1,12,5, , , ,61822,50281,44.8
4533,14,0,7, , , , , ,30240,38977,20.4
4535,17,0,4,12,5, , , ,11208,56942,37.1
4536,17,1,3,1,5,3,3,2, , , 
4536,17,1,3,12,5, , , ,11213,56942,37.1
4537,14,1,8, , , , , ,32547,61866,31.3
4538,14,1,7, , , , , ,30906,37324,21.1
4543,14,1,7, , , , , ,73096, , 
4544,15,0,7, , , , , ,30233, , 
4545,15,1,7, , , , , ,6513,66863,34.2
4551,17,1,7, , , , , ,78617,72884,49.5
4552,14,0,1,4,5,3,3,3, , , 
4552,14,0,1,9,5, , , ,92129,76207,38.8
4554,16,0,7, , , , , ,52806,58129,31.7
4555,14,1,4,5,2,3,4,4, , , 
4555,14,1,4,8,2, , , ,95204,61164,18.9
4556,13,1,2, , , , , ,44515,43389,22.7
4557,13,0,4,8,1, , , ,81006,43148,22.2
4560,14,1,1,4,5,3,3,3, , , 
4560,14,1,1,9,5, , , ,95054,119035,51.7
4561,16,0,7, , , , , ,32094, , 
4562,13,0,7, , , , , ,19464,87304,50.2
4565,13,1,1,8,5, , , ,35406,52313,32.6
4566,13,0,7, , , , , ,28715,50040,42.2
4569,13,0,1,7,6, , , ,30066,75654,46.7
4572,13,1,7, , , , , ,71854, , 
4573,16,1,7, , , , , ,71730, , 
4575,14,1,4,5,4,4,5,4, , , 
4575,14,1,4,8,4, , , ,87020, , 
4576,15,0,3,9,5, , , ,91306,65006,32.3
4578,13,1,4,9,5, , , ,10012,85071,60.6
4579,13,0,3, , , , , ,89030,57189,24.4
4583,14,0,7, , , , , ,10018,85071,60.6
4584,13,1,7, , , , , ,60607,61405,38.6
4587,16,0,2, , , , , ,72529, , 
4589,16,1,3, , , , , ,12306,62514,27.9
4590,16,0,7, , , , , ,15014,58625,41.4
4592,13,1,2, , , , , ,74106,52441,31.7
4594,17,1,7, , , , , ,7960,114732,52.5
4595,17,0,7, , , , , ,54495,52110,20.7
4597,17,0,1,11,5, , , ,77459,90845,46.7
4598,15,1,7,9,5, , , ,43040, , 
4599,16,0,4,2,5,3,5,5, , , 
4599,16,0,4,11,5, , , ,34772,49762,19.1
4603,13,1,7, , , , , ,32128,46901,22.7
4604,17,0,7, , , , , ,85001, , 
4605,16,0,7,3,4,3,2,2, , , 
4605,16,0,7,10,4, , , ,37877, , 
4606,16,0,2, , , , , ,77575,45614,7.3
4607,15,0,4,4,5,5,4,4, , , 
4607,15,0,4,9,5, , , ,71655, , 
4608,16,0,7,9, , , , ,18210,49647,14.5
4613,17,0,3,1,6,5,5,4, , , 
4613,17,0,3,12,6, , , ,90804,65006,32.3
4614,17,0,7,1,5,4,1,3, , , 
4614,17,0,7,12,5, , , ,27370,43154,16.2
4615,15,1,7, , , , , ,21108,97085,40.7
4618,14,1,3,5,6,3,1,1, , , 
4618,14,1,3,8,6, , , ,10001,85071,60.6
4619,13,0,3,7,5, , , ,37207,58490,41.8
4620,14,1,7, , , , , ,79109,62098,31
4621,17,0,1,2,5,2,3,3, , , 
4621,17,0,1,11,5, , , ,44116,46784,32.6
4625,17,0,3,2,5,4,3,3, , , 
4625,17,0,3,11,5, , , ,30344,65037,51.2
4626,16,0,7, , , , , ,21787,93676,36.2
4627,13,0,7, , , , , ,78572,37106,18.7
4628,14,0,1,8,1, , , ,32246,52062,29.4
4630,15,1,7, , , , , ,24179,64287,34.8
4635,13,0,4,7,5, , , ,33190,49930,29.3
4637,15,0,3,5,6,3,3,2, , , 
4637,15,0,3,8,6, , , ,60621,61405,38.6
4639,17,1,3,11,5, , , ,8081,66196,32.7
4641,15,0,7, , , , , ,80538,69102,47.9
4645,17,1,1,11,6, , , ,11357,64509,30.9
4646,15,1,1,9,5, , , ,60060,85895,44.9
4648,16,0,7,3,6,3,3,3, , , 
4648,16,0,7,10,6, , , ,20832,103235,57.8
4650,14,0,3,9,5, , , ,44118,46784,32.6
4652,17,0,7, , , , , ,78363, , 
4653,15,0,3,3,5,2,2,2, , , 
4653,15,0,3,10,5, , , ,77478,90845,46.7
4654,14,0,7, , , , , ,16301, , 
4658,13,0,3,7,5, , , ,78664,81719,40.9
4659,15,1,7, , , , , ,96797,81284,34.7
4661,16,1,4,3,5,4,4,4, , , 
4661,16,1,4,10,5, , , ,51105,55273,23.4
4662,14,1,1,5,5,3,4,4, , , 
4662,14,1,1,8,5, , , ,97370,60260,53.8
4663,13,1,7, , , , , ,45130, , 
4666,13,1,2, , , , , ,27502,77318,52.2
4668,15,0,7, , , , , ,43771,43113,16
4669,15,0,7,4,6,5,5,5, , , 
4669,15,0,7,9,6, , , ,24554, , 
4672,13,1,7, , , , , ,85251,62223,32.3
4673,14,0,7, , , , , ,23004, , 
4676,14,0,7, , , , , ,30126,75654,46.7
4678,17,1,7, , , , , ,92673,86217,40.3
4679,14,0,2, , , , , ,46040,43060,18.8
4680,15,0,4,9,5, , , ,6051,70429,37.8
4681,14,0,2, , , , , ,67214,53923,31
4683,14,1,4,5,5,4,4,4, , , 
4683,14,1,4,8,5, , , ,75860, , 
4684,17,1,7, , , , , ,18064,66066,29.9
4685,13,1,7, , , , , ,11226,56942,37.1
4688,17,1,7, , , , , ,92602,86217,40.3
4689,13,1,4,5,6,5,5,5, , , 
4689,13,1,4,8,6, , , ,23608,49716,25.3
4690,15,0,7, , , , , ,13090,57652,35.9
4693,14,0,7,5,5,3,3,3, , , 
4693,14,0,7,8,5, , , ,61115,53337,21.4
4694,15,0,7, , , , , ,44105,46784,32.6
4695,15,1,7, , , , , ,44883, , 
4698,17,0,7, , , , , ,43952,43675,14.4
4699,17,1,7,1,4,2,2,2, , , 
4699,17,1,7,12,4, , , ,38954, , 
4700,15,0,7,9,3, , , ,46221,47344,32
4701,16,1,7, , , , , ,1570,70402,36.5
4702,16,1,3,11,5, , , ,30310,65037,51.2
4705,15,0,3, , , , , ,30214,84742,46.2
4706,16,1,7, , , , , ,38261, , 
4707,15,0,1,9,6, , , ,60137,89521,50.1
4709,15,0,4,3,5,3,3,3, , , 
4709,15,0,4,10,5, , , ,8816,85337,44.5
4710,15,1,1,3,5,4,5,5, , , 
4710,15,1,1,10,5, , , ,91741,65006,32.3
4713,16,0,4,10,2, , , ,18201,51332,23.9
4714,13,1,7, , , , , ,29506,42929,24.5
4715,15,0,7, , , , , ,32958,49177,30.4
4716,14,1,4,5,5,4,4,4, , , 
4716,14,1,4,8,5, , , ,78516,37106,18.7
4717,17,1,1,11,2, , , ,91741,65006,32.3
4719,14,1,1,5,6,3,3,3, , , 
4719,14,1,1,8,6, , , ,60646,61405,38.6
4720,15,1,7, , , , , ,35670,48563,19.9
4721,14,1, , , , , , ,75126,65841,22.5
4722,13,1,1,7,6, , , ,78739,72884,49.5
4729,15,1,3,8,6, , , ,60653,61405,38.6
4732,16,0,4,10,4, , , ,77049,58645,30.7
4733,14,1,2, , , , , ,19342,73854,40.3
4734,17,0,7, , , , , ,34761,54107,34.1
4736,13,0,1,9,6, , , ,95765,80728,37.2
4737,15,0,7, , , , , ,60440,82196,32.7
4739,16,1,4,12,5, , , ,85713,51425,33.6
4741,13,1,7, , , , , ,61554,60306,28.7
4742,17,0,7, , , , , ,95954,49061,26.6
4743,15,0,3,3,6,4,4,5, , , 
4743,15,0,3,10,6, , , ,17102,61622,29.2
4744,15,0,4,4,5,5,5,5, , , 
4744,15,0,4,9,5, , , ,10466,37397,19.6
4745,13,1,1,7,5, , , ,80129,111482,58.5
4747,14,0,7, , , , , ,78132,71060,38.3
4748,17,1,3,11,5, , , ,36606,46023,23
4755,15,0,7, , , , , ,54455,58173,25.8
4759,16,0,7, , , , , ,78749,72884,49.5
4760,16,0,3,2,5,2,2,2, , , 
4760,16,0,3,11,5, , , ,39209,45658,28.7
4764,16,0,7,3,5,2,2,2, , , 
4764,16,0,7,10,5, , , ,11949,94750,36.5
4766,15,0,3, , , , , ,40245,55044,33.5
4768,14,1,7, , , , , ,83709,60858,36.1
4769,14,0,7, , , , , ,30114,76368,36.5
4770,15,0,7,5,5,2,2,2, , , 
4770,15,0,7,8,5, , , ,37042,58381,28.1
4772,14,0,4,8,5, , , ,41042,78415,30.5
4775,17,0,7, , , , , ,97306,56354,23
4777,17,1,7, , , , , ,90001,65006,32.3
4780,17,0,7, , , , , ,46901,49346,20.4
4782,14,1,4,4,6,4,4,3, , , 
4782,14,1,4,9,6, , , ,33071,56842,32.7
4783,15,0,7, , , , , ,32137,49652,25
4784,15,1,3, , , , , ,72762,50169,32.8
4786,17,0,7, , , , , ,47403,48713,45
4787,17,0,7,11, , , , ,35490,52313,32.6
4789,13,1,1,7,5, , , ,78744,72884,49.5
4791,14,0,7, , , , , ,32539,61866,31.3
4793,17,0,7, , , , , ,60441,82196,32.7
4797,16,1,7, , , , , ,21085,80476,35.3
4798,15,0,7,4,6,5,5,5, , , 
4798,15,0,7,9,6, , , ,15224,58625,41.4
4799,15,0,3,4,6,4,4,3, , , 
4799,15,0,3,9,6, , , ,32117,46901,22.7
4800,13,1,7, , , , , ,43764, , 
4804,14,1,4,1,4,2,2,3, , , 
4804,14,1,4,12,4, , , ,29651,55914,34.5
4807,14,1,7,5,5,1,3,5, , , 
4807,14,1,7,8,5, , , ,36301,44529,22
4809,16,0,2, , , , , ,32810,54107,34.1
4812,13,1,7, , , , , ,8205,61777,28.4
4814,15,0,7,9,5, , , ,97027,79878,38.4
4818,17,0,7, , , , , ,45373,60910,23.8
4819,13,1,7, , , , , ,75230,56718,30.6
4820,16,0,7, , , , , ,18402, , 
4821,15,0,3,4,6,4,4,3, , , 
4821,15,0,3,9,6, , , ,28216,65588,46.1
4822,15,1,3, , , , , ,11204,56942,37.1
4824,14,1,7, , , , , ,2127,66459,44.7
4825,15,1,7,5,1,5,2,2, , , 
4825,15,1,7,8,1, , , ,52501, , 
4826,16,0,7, , , , , ,14901,51194,23.9
4827,13,0,7, , , , , ,36420, , 
4828,16,0,3,11,6, , , ,36857, , 
4830,15,1,1,9, , , , ,99654,69121,21.9
4832,16,1,3,4,5,2,3,2, , , 
4832,16,1,3,9,5, , , ,29541,42929,24.5
4833,17,1,7, , , , , ,60640,61405,38.6
4837,15,1,7, , , , , ,52342, , 
4838,14,0,2, , , , , ,77586,58645,30.7
4840,13,0,3,7,6, , , ,3103,78769,37.6
4844,15,1,2, , , , , ,60169,61405,38.6
4847,17,0,7, , , , , ,63379, , 
4848,16,0,7, , , , , ,92344,60420,20.5
4849,16,0, , , , , , ,38112,49647,31.8
4850,14,0,7,5,5,3,3,3, , , 
4850,14,0,7,8,5, , , ,55432,79169,29.6
4851,16,0,7, , , , , ,75126,65841,22.5
4853,16,1,7, , , , , ,95380,59514,17.5
4855,14,1,1,9,5, , , ,19047,84749,41.4
4860,13,0,2, , , , , ,90403,65006,32.3
4863,15,1,7, , , , , ,60503,82196,32.7
4864,17,0,7, , , , , ,46901,49346,20.4
4866,14,0,7, , , , , ,47331, , 
4867,14,0,2, , , , , ,92115,76207,38.8
4868,14,1,4,9,2, , , ,11377,64509,30.9
4873,17,1,3,2,6,4,4,4, , , 
4873,17,1,3,11,6, , , ,71601,37678,18.4
4875,14,0,7, , , , , ,77625, , 
4877,15,0,3, , , , , ,92020,76207,38.8
4878,16,0,7, , , , , ,17314,63519,25.3
4879,16,0,7, , , , , ,29577,45680,22.7
4881,15,1,7, , , , , ,97089,79878,38.4
4883,16,0,4,10,5, , , ,55118,80832,41
4884,15,1,3, , , , , ,48235,45135,23.4
4885,17,0,7,11,2, , , ,32459,51620,28.4
4887,15,1,7, , , , , ,46845,52484,26.3
4889,14,0,7, , , , , ,27514,69940,56.5
4891,16,1,7, , , , , ,6489,70429,37.8
4895,15,1,3,9,5, , , ,77070,58645,30.7
4897,14,0,7,8,6, , , ,93307,49854,16
4899,17,1,7, , , , , ,10009,85071,60.6
4900,14,0,2, , , , , ,60609,61405,38.6
4901,17,1,4,12,1, , , ,32839,54107,34.1
4903,15,1,7,9,2, , , ,99004,53360,30.8
4904,14,0,3,7,5, , , ,33009,56842,32.7
4905,13,0,7,7,6, , , ,12413, , 
4912,17,1,7, , , , , ,33904,53928,27.3
4913,16,0,3,10,5, , , ,72117,52450,34.7
4915,15,1,7, , , , , ,95814,63045,30.5
4916,17,0,7, , , , , ,85653,51425,33.6
4920,15,0,7, , , , , ,32827,54107,34.1
4922,17,0,4,2,3,3,4,3, , , 
4922,17,0,4,11,3, , , ,1826,98555,56
4923,13,1,7,7,4, , , ,16503,50614,27.1
4925,16,0,3,3,5,4,5,5, , , 
4925,16,0,3,10,5, , , ,78254,54175,27.8
4927,13,0, , , , , , ,77535,45614,7.3
4928,14,0,7, , , , , ,32827,54107,34.1
4929,15,1,3,3,5,5,5,5, , , 
4929,15,1,3,10,5, , , ,39154,45658,28.7
4932,13,0,4,6,6, , , ,11780,94750,36.5
4933,17,0,2, , , , , ,27525,54825,21
4934,15,1,1,9,6, , , ,7920,112153,52.5
4936,15,1,7, , , , , ,20147,135842,62.1
4937,16,0,2, , , , , ,95609, , 
4940,14,0,3,5,4,3,2,3, , , 
4940,14,0,3,8,4, , , ,39212,45658,28.7
4941,14,1,7,5,6,5,5,5, , , 
4941,14,1,7,8,6, , , ,85001, , 
4949,15,0,7, , , , , ,27574, , 
4950,14,0,3, , , , , ,70607,52319,24.9
4952,16,0,7, , , , , ,72644, , 
4954,15,0,7,4,5,2,2,2, , , 
4954,15,0,7,9,5, , , ,91761,60420,20.5
4955,16,0,3,11,1, , , ,48213,45135,23.4
4956,13,0,4,7,2, , , ,68005,80694,42.2
4957,13,1,7, , , , , ,43611,47308,26.5
4959,14,0,4,8,6, , , ,29385,50985,25.1
4960,14,1,7, , , , , ,43611,47308,26.5
4963,14,1,7,5,6,4,5,5, , , 
4963,14,1,7,8,6, , , ,44460,41818,10.8
4964,17,0,4,3,5,5,5,5, , , 
4964,17,0,4,10,5, , , ,95340,47735,13.4
4968,14,0,7, , , , , ,36830,52943,33.4
4970,17,0,4,12,6, , , ,32824,54107,34.1
4974,13,1,3,6,2, , , ,29848,40453,23.3
4975,14,0,7, , , , , ,16412,50614,27.1
4977,14,0,4,5,6,5,5,5, , , 
4977,14,0,4,8,6, , , ,76063,65052,31.4
4978,17,0,3,1,5,5,5,5, , , 
4978,17,0,3,12,5, , , ,30083,61827,42.7
4979,14,0,7, , , , , ,89084,57189,24.4
4980,16,1,7, , , , , ,94541,96296,46.4
4982,14,1,1,5,5,3,4,4, , , 
4982,14,1,1,8,5, , , ,95691,65729,38.8
4989,13,0,7, , , , , ,10012,85071,60.6
4992,16,1,7, , , , , ,30103,54218,21
4993,13,0,4,8, , , , ,32712,54107,34.1
4996,13,1,7, , , , , ,28043,40570,19.7
5000,17,1,7, , , , , ,24901, , 
5002,14,1,3, , , , , ,28364,32729,13.7
5004,17,0,8, , , , , ,90744,65006,32.3
5005,17,1,4,11,5, , , ,46168,70991,35.6
5008,15,0,7, , , , , ,41822, , 
5009,14,0,7,1,6,5,5,4, , , 
5009,14,0,7,12,6, , , ,95823,63045,30.5
5013,13,1,7, , , , , ,90039,65006,32.3
5014,14,1,7, , , , , ,77584,82229,32.4
5018,15,1,7, , , , , ,47620, , 
5019,15,1,7, , , , , ,76028,62482,18.5
5020,16,1,7, , , , , ,96001,52439,23
5024,17,0,7, , , , , ,29745,62217,34.6
5025,16,1,3,2,5,5,5,5, , , 
5025,16,1,3,11,5, , , ,45224,55048,37.3
5027,13,0,7, , , , , ,77331, , 
5029,17,0,4,2,4,1,1,2, , , 
5029,17,0,4,11,4, , , ,80229,66517,22.9
5031,16,0,7, , , , , ,30075,65037,51.2
5032,15,1,7, , , , , ,90007,65006,32.3
5033,14,1,7, , , , , ,11369,64509,30.9
5034,17,1,1,12,5, , , ,90503,65006,32.3
5037,13,1,4,6,6, , , ,78114, , 
5038,14,0,4,5,5,3,3,3, , , 
5038,14,0,4,8,5, , , ,32832,54107,34.1
5040,13,0,7, , , , , ,61265,51711,22.9
5045,14,0,7,5,4,4,3,5, , , 
5045,14,0,7,8,4, , , ,43566,47308,26.5
5046,13,1,8, , , , , ,76021,65052,31.4
5047,14,0,7, , , , , ,19137,39759,28.3
5051,17,1,7, , , , , ,6611,91198,47.1
5055,13,1,1,7,5, , , ,47401,48713,45
5056,17,0,3, , , , , ,20019,82372,57.3
5058,15,1,7, , , , , ,19720,66647,35.2
5060,17,1,7, , , , , ,66614,57095,34
5061,17,1,3,2,6,4,5,2, , , 
5061,17,1,3,11,6, , , ,30906,37324,21.1
5062,16,0,1,10, , , , ,50320,65995,35.3
5063,15,1,4,4,1,3,4,3, , , 
5063,15,1,4,9,1, , , ,49221,56515,21.5
5064,14,1,3,5,4,2,2,3, , , 
5064,14,1,3,8,4, , , ,65616, , 
5065,14,1,3,5,6,1,3,2, , , 
5065,14,1,3,8,6, , , ,26101,44115,22.3
5066,15,0,7, , , , , ,85730,51425,33.6
5067,15,1,3,5,6,5,5,5, , , 
5067,15,1,3,8,6, , , ,27612,77318,52.2
5069,13,0,7, , , , , ,28457, , 
5070,16,0,1,3,6,2,2,3, , , 
5070,16,0,1,10,6, , , ,77055,58645,30.7
5071,15,0,4,3,6,4,3,4, , , 
5071,15,0,4,10,6, , , ,59840, , 
5072,14,1,7, , , , , ,74956, , 
5073,16,0,7, , , , , ,41174, , 
5075,15,0,3,9,5, , , ,29229,51946,37.4
5077,15,1,4,3,5,3,4,4, , , 
5077,15,1,4,10,5, , , ,76126,65052,31.4
5078,15,1,3,9,1, , , ,38100, , 
5079,16,1,7, , , , , ,44116,46784,32.6
5082,17,0,4,2,5,3,3,3, , , 
5082,17,0,4,11,5, , , ,35601,48563,19.9
5083,14,1,1,4,5,3,2,3, , , 
5083,14,1,1,9,5, , , ,91362,82857,33.4
5085,17,0,7, , , , , ,3038,89451,42.1
5087,14,0,7, , , , , ,46635,52106,29.8
5089,16,0,7, , , , , ,60803,61405,38.6
5090,13,1,7, , , , , ,85365,46798,13.5
5092,16,1,6, , , , , ,76132,65052,31.4
5097,16,0,7, , , , , ,38134,49647,31.8
5101,15,1,7, , , , , ,21740,60385,23.9
5102,16,0,1,11,6, , , ,1824,98555,56
5105,13,1,7, , , , , ,47842, , 
5109,13,1,7, , , , , ,34743,49762,19.1
5110,14,0,7,5,6,4,4,4, , , 
5110,14,0,7,8,6, , , ,55428,74592,50.2
5115,14,0,1,4,6,4,4,4, , , 
5115,14,0,1,9,6, , , ,57108, , 
5120,14,1,1,4,6,2,2,3, , , 
5120,14,1,1,9,6, , , ,21239,47131,30.6
5121,16,0,2, , , , , ,27316,43154,16.2
5122,15,0,3,4,5,4,3,3, , , 
5122,15,0,3,9,5, , , ,48503,46298,20.9
5123,13,1,7, , , , , ,89109,57189,24.4
5124,16,1,1,3,6,4,4,4, , , 
5124,16,1,1,10,6, , , ,37771, , 
5128,14,0,3,5,5,5,5,5, , , 
5128,14,0,3,8,5, , , ,85001, , 
5129,14,1,7,8,3, , , ,29303,50985,25.1
5133,17,1,7, , , , , ,17249, , 
5135,15,0,7, , , , , ,61032, , 
5137,16,1,7, , , , , ,98908,47402,17.6
5138,17,0,7, , , , , ,49746, , 
5139,14,0,7, , , , , ,92064,76207,38.8
5142,13,1,7, , , , , ,17701,50909,24.1
5148,15,0,7,3,6,5,5,5, , , 
5148,15,0,7,10,6, , , ,98101,89675,51.5
5150,16,1,3,9,3, , , ,39455,42389,32.9
5151,16,0,7, , , , , ,52001,61497,33
5152,15,1,7, , , , , ,11767,94750,36.5
5153,13,1,7, , , , , ,46534, , 
5155,16,0,3,11,6, , , ,70815,55326,35.1
5157,14,0,7, , , , , ,48082,60380,24.8
5158,17,0,7,11,5, , , ,89139,57189,24.4
5159,17,0,3,11,2, , , ,29154,45585,19.6
5161,13,1,7, , , , , ,90670,65006,32.3
5166,15,1,7, , , , , ,7059,112153,52.5
5167,16,1,7,2,3,2,2,2, , , 
5167,16,1,7,11,3, , , ,64701,64595,26.5
5173,13,0,3, , , , , ,64117,66938,32.6
5175,16,0,4,10,1, , , ,71661, , 
5177,14,1,1,4,6,5,5,5, , , 
5177,14,1,1,9,6, , , ,60061,85895,44.9
5178,15,1,3,9,5, , , ,29486, , 
5179,17,1,2, , , , , ,59725, , 
5180,15,0,7, , , , , ,47304,41255,24.7
5181,16,0,7, , , , , ,80922,65370,39.2
5182,14,0,5, , , , , ,3302, , 
5183,16,1,7,3,3,3,2,2, , , 
5183,16,1,7,10,3, , , ,49058, , 
5184,17,0,7, , , , , ,23703,50242,22.5
5186,17,1,7, , , , , ,32825,54107,34.1
5187,17,0,7, , , , , ,75013,94933,52
5188,17,0,7, , , , , ,34287,58400,34.2
5190,16,0,7, , , , , ,44144,46784,32.6
5193,15,0,7, , , , , ,71105,36165,23.2
5196,13,0,1,7,5, , , ,16823,55895,45.5
5201,14,0,7, , , , , ,6811,91198,47.1
5203,14,1,2, , , , , ,55418,74592,50.2
5205,13,0,7, , , , , ,10013,85071,60.6
5206,16,0,7,3,5,1,2,1, , , 
5206,16,0,7,10,5, , , ,30115,76368,36.5
5207,13,0,4,5,5,4,4,5, , , 
5207,13,0,4,8,5, , , ,34786,54107,34.1
5209,16,0,4,3,5,2,1,2, , , 
